smiles,logP,qed,SAS,Canonical_SMILES,Random_SMILES_1,Random_SMILES_2,NonIsomeric_SMILES,Kekule_SMILES,SMILES_with_Hs,Branchless_SMILES,SMILES_2D
"COc1cccnc1N(C)C(=O)C[C@H](C)Cc1ccc(Cl)cc1
",3.9753,0.775417653,2.745273613,COc1cccnc1N(C)C(=O)C[C@H](C)Cc1ccc(Cl)cc1,c1(ccc(C[C@@H](C)CC(=O)N(C)c2ncccc2OC)cc1)Cl,c1(Cl)ccc(C[C@@H](C)CC(=O)N(C)c2ncccc2OC)cc1,COc1cccnc1N(C)C(=O)CC(C)Cc1ccc(Cl)cc1,COC1=CC=CN=C1N(C)C(=O)C[C@H](C)CC1=CC=C(Cl)C=C1,[CH3][O][c]1[cH][cH][cH][n][c]1[N]([CH3])[C](=[O])[CH2][C@H]([CH3])[CH2][c]1[cH][cH][c]([Cl])[cH][cH]1,COc1cccnc1NCC=OC[C@H]CCc1cccClcc1,COc1cccnc1N(C)C(=O)C[C@H](C)Cc1ccc(Cl)cc1
"O=C(c1cc(=O)[nH]c2ccccc12)N1CCC([C@H](O)c2ccccc2)CC1
",3.1139,0.742130744,2.587136133,O=C(c1cc(=O)[nH]c2ccccc12)N1CCC([C@H](O)c2ccccc2)CC1,c1(C(N2CCC(CC2)[C@@H](c2ccccc2)O)=O)cc([nH]c2c1cccc2)=O,C1CN(CCC1[C@H](O)c1ccccc1)C(c1c2c([nH]c(=O)c1)cccc2)=O,O=C(c1cc(=O)[nH]c2ccccc12)N1CCC(C(O)c2ccccc2)CC1,O=C(C1=CC(=O)NC2=CC=CC=C12)N1CCC([C@H](O)C2=CC=CC=C2)CC1,[O]=[C]([c]1[cH][c](=[O])[nH][c]2[cH][cH][cH][cH][c]12)[N]1[CH2][CH2][CH]([C@H]([OH])[c]2[cH][cH][cH][cH][cH]2)[CH2][CH2]1,O=Cc1cc=O[nH]c2ccccc12N1CCC[C@H]Oc2ccccc2CC1,O=C(c1cc(=O)[nH]c2ccccc12)N1CCC([C@H](O)c2ccccc2)CC1
"CCO[C@@H]1C[C@@H]([NH3+])[C@@H]1Nc1ncc(Cl)cc1F
",1.0739,0.862902905,4.350345064,CCO[C@@H]1C[C@@H]([NH3+])[C@@H]1Nc1ncc(Cl)cc1F,C(O[C@H]1[C@H]([C@@H](C1)[NH3+])Nc1ncc(cc1F)Cl)C,Clc1cc(c(nc1)N[C@H]1[C@@H](C[C@H]1OCC)[NH3+])F,CCOC1CC([NH3+])C1Nc1ncc(Cl)cc1F,CCO[C@@H]1C[C@@H]([NH3+])[C@@H]1NC1=NC=C(Cl)C=C1F,[CH3][CH2][O][C@@H]1[CH2][C@@H]([NH3+])[C@@H]1[NH][c]1[n][cH][c]([Cl])[cH][c]1[F],CCO[C@@H]1C[C@@H][NH3+][C@@H]1Nc1nccClcc1F,CCO[C@@H]1C[C@@H]([NH3+])[C@@H]1Nc1ncc(Cl)cc1F
"CC(=O)Nc1ccc(NC(=O)c2ccc3c(c2)Cc2ccccc2-3)cc1
",4.4685,0.552039713,1.83590272,CC(=O)Nc1ccc(NC(=O)c2ccc3c(c2)Cc2ccccc2-3)cc1,c1cc2c(cc1)Cc1c-2ccc(c1)C(=O)Nc1ccc(NC(=O)C)cc1,c12cc(C(Nc3ccc(cc3)NC(=O)C)=O)ccc2-c2c(C1)cccc2,CC(=O)Nc1ccc(NC(=O)c2ccc3c(c2)Cc2ccccc2-3)cc1,CC(=O)NC1=CC=C(NC(=O)C2=CC=C3C(=C2)CC2=CC=CC=C23)C=C1,[CH3][C](=[O])[NH][c]1[cH][cH][c]([NH][C](=[O])[c]2[cH][cH][c]3[c]([cH]2)[CH2][c]2[cH][cH][cH][cH][c]2-3)[cH][cH]1,CC=ONc1cccNC=Oc2ccc3cc2Cc2ccccc2-3cc1,CC(=O)Nc1ccc(NC(=O)c2ccc3c(c2)Cc2ccccc2-3)cc1
"COCCOC[C@H]1CC[NH+](C2C[C@@H](C)O[C@H](C)C2)C1
",0.5102,0.729500129,5.032776642,COCCOC[C@H]1CC[NH+](C2C[C@@H](C)O[C@H](C)C2)C1,C[C@@H]1CC(C[C@@H](C)O1)[NH+]1C[C@@H](COCCOC)CC1,[C@H]1(C)O[C@@H](CC(C1)[NH+]1CC[C@@H](C1)COCCOC)C,COCCOCC1CC[NH+](C2CC(C)OC(C)C2)C1,COCCOC[C@H]1CC[NH+](C2C[C@@H](C)O[C@H](C)C2)C1,[CH3][O][CH2][CH2][O][CH2][C@H]1[CH2][CH2][NH+]([CH]2[CH2][C@@H]([CH3])[O][C@H]([CH3])[CH2]2)[CH2]1,COCCOC[C@H]1CC[NH+]C2C[C@@H]CO[C@H]CC2C1,COCCOC[C@H]1CC[NH+](C2C[C@@H](C)O[C@H](C)C2)C1
"O=C1OC(c2ccccc2OC(F)F)=N/C1=C\c1cccc(F)c1
",3.7716,0.613273772,2.350773075,O=C1OC(c2ccccc2OC(F)F)=N/C1=C\c1cccc(F)c1,c1(C2=N/C(C(=O)O2)=C\c2cccc(F)c2)c(OC(F)F)cccc1,c1ccc(F)cc1/C=C1/C(OC(=N1)c1ccccc1OC(F)F)=O,O=C1OC(c2ccccc2OC(F)F)=NC1=Cc1cccc(F)c1,O=C1OC(C2=CC=CC=C2OC(F)F)=N/C1=C\C1=CC=CC(F)=C1,[O]=[C]1[O][C]([c]2[cH][cH][cH][cH][c]2[O][CH]([F])[F])=[N]/[C]1=[CH]\[c]1[cH][cH][cH][c]([F])[cH]1,O=C1OCc2ccccc2OCFF=N/C1=C\c1ccccFc1,O=C1OC(c2ccccc2OC(F)F)=N/C1=C\c1cccc(F)c1
"COc1ccccc1CNC(=O)c1cc2sccc2n1Cc1cccc(F)c1
",4.8288,0.486806771,2.164759681,COc1ccccc1CNC(=O)c1cc2sccc2n1Cc1cccc(F)c1,c1c(F)cccc1Cn1c2ccsc2cc1C(=O)NCc1c(OC)cccc1,c12c(scc2)cc(C(NCc2c(cccc2)OC)=O)n1Cc1cc(ccc1)F,COc1ccccc1CNC(=O)c1cc2sccc2n1Cc1cccc(F)c1,COC1=CC=CC=C1CNC(=O)C1=CC2=C(C=CS2)N1CC1=CC=CC(F)=C1,[CH3][O][c]1[cH][cH][cH][cH][c]1[CH2][NH][C](=[O])[c]1[cH][c]2[s][cH][cH][c]2[n]1[CH2][c]1[cH][cH][cH][c]([F])[cH]1,COc1ccccc1CNC=Oc1cc2sccc2n1Cc1ccccFc1,COc1ccccc1CNC(=O)c1cc2sccc2n1Cc1cccc(F)c1
"CCOC(=O)C1(NCc2nnc(-c3cc(C)oc3C)o2)CCCC1
",2.91194,0.805822586,2.805358596,CCOC(=O)C1(NCc2nnc(-c3cc(C)oc3C)o2)CCCC1,C1C(CCC1)(C(=O)OCC)NCc1oc(-c2cc(C)oc2C)nn1,O=C(OCC)C1(NCc2oc(nn2)-c2cc(oc2C)C)CCCC1,CCOC(=O)C1(NCc2nnc(-c3cc(C)oc3C)o2)CCCC1,CCOC(=O)C1(NCC2=NN=C(C3=C(C)OC(C)=C3)O2)CCCC1,[CH3][CH2][O][C](=[O])[C]1([NH][CH2][c]2[n][n][c](-[c]3[cH][c]([CH3])[o][c]3[CH3])[o]2)[CH2][CH2][CH2][CH2]1,CCOC=OC1NCc2nnc-c3ccCoc3Co2CCCC1,CCOC(=O)C1(NCc2nnc(-c3cc(C)oc3C)o2)CCCC1
"N#Cc1cccc(NC(=O)N2CCC(NC(=O)CC3CCCC3)CC2)c1
",3.25108,0.856114505,2.181004259,N#Cc1cccc(NC(=O)N2CCC(NC(=O)CC3CCCC3)CC2)c1,c1cc(cc(c1)C#N)NC(N1CCC(CC1)NC(CC1CCCC1)=O)=O,C1C(CCN(C(=O)Nc2cc(ccc2)C#N)C1)NC(=O)CC1CCCC1,N#Cc1cccc(NC(=O)N2CCC(NC(=O)CC3CCCC3)CC2)c1,N#CC1=CC=CC(NC(=O)N2CCC(NC(=O)CC3CCCC3)CC2)=C1,[N]#[C][c]1[cH][cH][cH][c]([NH][C](=[O])[N]2[CH2][CH2][CH]([NH][C](=[O])[CH2][CH]3[CH2][CH2][CH2][CH2]3)[CH2][CH2]2)[cH]1,N#Cc1ccccNC=ON2CCCNC=OCC3CCCC3CC2c1,N#Cc1cccc(NC(=O)N2CCC(NC(=O)CC3CCCC3)CC2)c1
"CCOC(=O)C1=C(c2ccccc2)Nc2ncnn2[C@H]1c1ccc(SC)cc1
",3.9893,0.504702574,3.189951641,CCOC(=O)C1=C(c2ccccc2)Nc2ncnn2[C@H]1c1ccc(SC)cc1,c1ccc(C2Nc3n(ncn3)[C@@H](c3ccc(cc3)SC)C=2C(=O)OCC)cc1,c1cc(C2=C(C(OCC)=O)[C@H](c3ccc(SC)cc3)n3c(ncn3)N2)ccc1,CCOC(=O)C1=C(c2ccccc2)Nc2ncnn2C1c1ccc(SC)cc1,CCOC(=O)C1=C(C2=CC=CC=C2)NC2=NC=NN2[C@H]1C1=CC=C(SC)C=C1,[CH3][CH2][O][C](=[O])[C]1=[C]([c]2[cH][cH][cH][cH][cH]2)[NH][c]2[n][cH][n][n]2[C@H]1[c]1[cH][cH][c]([S][CH3])[cH][cH]1,CCOC=OC1=Cc2ccccc2Nc2ncnn2[C@H]1c1cccSCcc1,CCOC(=O)C1=C(c2ccccc2)Nc2ncnn2[C@H]1c1ccc(SC)cc1
"Cc1cc(NC(=O)N[C@@H](Cc2ccccc2)c2ccccc2F)n(C)n1
",3.97312,0.70449164,2.609064161,Cc1cc(NC(=O)N[C@@H](Cc2ccccc2)c2ccccc2F)n(C)n1,c1cc(C[C@H](NC(Nc2cc(nn2C)C)=O)c2ccccc2F)ccc1,c1c(cccc1)C[C@@H](c1c(F)cccc1)NC(Nc1cc(C)nn1C)=O,Cc1cc(NC(=O)NC(Cc2ccccc2)c2ccccc2F)n(C)n1,CC1=NN(C)C(NC(=O)N[C@@H](CC2=CC=CC=C2)C2=CC=CC=C2F)=C1,[CH3][c]1[cH][c]([NH][C](=[O])[NH][C@@H]([CH2][c]2[cH][cH][cH][cH][cH]2)[c]2[cH][cH][cH][cH][c]2[F])[n]([CH3])[n]1,Cc1ccNC=ON[C@@H]Cc2ccccc2c2ccccc2FnCn1,Cc1cc(NC(=O)N[C@@H](Cc2ccccc2)c2ccccc2F)n(C)n1
"C[C@H](Sc1cccc[n+]1[O-])C(=O)NC[C@H]1COc2ccccc2O1
",1.7568,0.510990857,3.293929792,C[C@H](Sc1cccc[n+]1[O-])C(=O)NC[C@H]1COc2ccccc2O1,N(C(=O)[C@H](C)Sc1[n+]([O-])cccc1)C[C@@H]1Oc2ccccc2OC1,O1c2ccccc2OC[C@@H]1CNC(=O)[C@H](C)Sc1[n+](cccc1)[O-],CC(Sc1cccc[n+]1[O-])C(=O)NCC1COc2ccccc2O1,C[C@H](SC1=CC=CC=[N+]1[O-])C(=O)NC[C@H]1COC2=CC=CC=C2O1,[CH3][C@H]([S][c]1[cH][cH][cH][cH][n+]1[O-])[C](=[O])[NH][CH2][C@H]1[CH2][O][c]2[cH][cH][cH][cH][c]2[O]1,C[C@H]Sc1cccc[n+]1[O-]C=ONC[C@H]1COc2ccccc2O1,C[C@H](Sc1cccc[n+]1[O-])C(=O)NC[C@H]1COc2ccccc2O1
"O=C(NCCOc1ccc2c(c1)OCO2)c1cc(C2CC2)on1
",2.0895,0.825155887,2.337504182,O=C(NCCOc1ccc2c(c1)OCO2)c1cc(C2CC2)on1,c1c(OCCNC(c2cc(on2)C2CC2)=O)ccc2OCOc12,O1c2c(ccc(OCCNC(=O)c3noc(C4CC4)c3)c2)OC1,O=C(NCCOc1ccc2c(c1)OCO2)c1cc(C2CC2)on1,O=C(NCCOC1=CC=C2OCOC2=C1)C1=NOC(C2CC2)=C1,[O]=[C]([NH][CH2][CH2][O][c]1[cH][cH][c]2[c]([cH]1)[O][CH2][O]2)[c]1[cH][c]([CH]2[CH2][CH2]2)[o][n]1,O=CNCCOc1ccc2cc1OCO2c1ccC2CC2on1,O=C(NCCOc1ccc2c(c1)OCO2)c1cc(C2CC2)on1
"N#CCC[NH2+]C1(C(=O)[O-])CC1
",-2.25402,0.492278169,5.04666771,N#CCC[NH2+]C1(C(=O)[O-])CC1,N#CCC[NH2+]C1(C([O-])=O)CC1,N#CCC[NH2+]C1(C([O-])=O)CC1,N#CCC[NH2+]C1(C(=O)[O-])CC1,N#CCC[NH2+]C1(C(=O)[O-])CC1,[N]#[C][CH2][CH2][NH2+][C]1([C](=[O])[O-])[CH2][CH2]1,N#CCC[NH2+]C1C=O[O-]CC1,N#CCC[NH2+]C1(C(=O)[O-])CC1
"CC[C@@H](Oc1ccccc1OC)C(=O)NCc1ccccn1
",2.564,0.851627134,2.367622033,CC[C@@H](Oc1ccccc1OC)C(=O)NCc1ccccn1,C(NC(=O)[C@H](Oc1c(OC)cccc1)CC)c1ncccc1,O(c1ccccc1OC)[C@H](CC)C(=O)NCc1ncccc1,CCC(Oc1ccccc1OC)C(=O)NCc1ccccn1,CC[C@@H](OC1=CC=CC=C1OC)C(=O)NCC1=CC=CC=N1,[CH3][CH2][C@@H]([O][c]1[cH][cH][cH][cH][c]1[O][CH3])[C](=[O])[NH][CH2][c]1[cH][cH][cH][cH][n]1,CC[C@@H]Oc1ccccc1OCC=ONCc1ccccn1,CC[C@@H](Oc1ccccc1OC)C(=O)NCc1ccccn1
"Cc1nc(C[C@@H](N)[C@]2([NH+](C)C)CCC[C@H](C)C2)cs1
",1.41472,0.885990349,4.713969878,Cc1nc(C[C@@H](N)[C@]2([NH+](C)C)CCC[C@H](C)C2)cs1,C[C@H]1CCC[C@](C1)([C@@H](Cc1nc(sc1)C)N)[NH+](C)C,c1(nc(C)sc1)C[C@@H](N)[C@@]1([NH+](C)C)C[C@@H](C)CCC1,Cc1nc(CC(N)C2([NH+](C)C)CCCC(C)C2)cs1,CC1=NC(C[C@@H](N)[C@]2([NH+](C)C)CCC[C@H](C)C2)=CS1,[CH3][c]1[n][c]([CH2][C@@H]([NH2])[C@]2([NH+]([CH3])[CH3])[CH2][CH2][CH2][C@H]([CH3])[CH2]2)[cH][s]1,Cc1ncC[C@@H]N[C@]2[NH+]CCCCC[C@H]CC2cs1,Cc1nc(C[C@@H](N)[C@]2([NH+](C)C)CCC[C@H](C)C2)cs1
"CCOc1ccccc1/C=C1\Oc2c(ccc([O-])c2C[NH+]2CCN(C)CC2)C1=O
",1.1054,0.779955851,3.810429333,CCOc1ccccc1/C=C1\Oc2c(ccc([O-])c2C[NH+]2CCN(C)CC2)C1=O,c12c(c(c([O-])cc1)C[NH+]1CCN(CC1)C)O/C(C2=O)=C\c1ccccc1OCC,O1c2c(C(/C1=C/c1c(OCC)cccc1)=O)ccc(c2C[NH+]1CCN(C)CC1)[O-],CCOc1ccccc1C=C1Oc2c(ccc([O-])c2C[NH+]2CCN(C)CC2)C1=O,CCOC1=CC=CC=C1/C=C1\OC2=C(C=CC([O-])=C2C[NH+]2CCN(C)CC2)C1=O,[CH3][CH2][O][c]1[cH][cH][cH][cH][c]1/[CH]=[C]1\[O][c]2[c]([cH][cH][c]([O-])[c]2[CH2][NH+]2[CH2][CH2][N]([CH3])[CH2][CH2]2)[C]1=[O],CCOc1ccccc1/C=C1\Oc2cccc[O-]c2C[NH+]2CCNCCC2C1=O,CCOc1ccccc1/C=C1\Oc2c(ccc([O-])c2C[NH+]2CCN(C)CC2)C1=O
"CC(C)Cn1cc[nH+]c1CN[C@@H](c1ccccc1)C(C)C
",3.4451,0.812742744,3.696521659,CC(C)Cn1cc[nH+]c1CN[C@@H](c1ccccc1)C(C)C,[C@H](C(C)C)(NCc1[nH+]ccn1CC(C)C)c1ccccc1,n1(cc[nH+]c1CN[C@@H](c1ccccc1)C(C)C)CC(C)C,CC(C)Cn1cc[nH+]c1CNC(c1ccccc1)C(C)C,CC(C)CN1C=C[NH+]=C1CN[C@@H](C1=CC=CC=C1)C(C)C,[CH3][CH]([CH3])[CH2][n]1[cH][cH][nH+][c]1[CH2][NH][C@@H]([c]1[cH][cH][cH][cH][cH]1)[CH]([CH3])[CH3],CCCCn1cc[nH+]c1CN[C@@H]c1ccccc1CCC,CC(C)Cn1cc[nH+]c1CN[C@@H](c1ccccc1)C(C)C
"Cc1c(C[NH+]2CCC[C@H]2c2ccc3c(c2)OCO3)cc(C#N)n1C
",1.8539,0.943562641,4.495667585,Cc1c(C[NH+]2CCC[C@H]2c2ccc3c(c2)OCO3)cc(C#N)n1C,n1(C)c(C#N)cc(C[NH+]2CCC[C@H]2c2ccc3c(OCO3)c2)c1C,c1c(n(c(c1C[NH+]1CCC[C@H]1c1cc2c(cc1)OCO2)C)C)C#N,Cc1c(C[NH+]2CCCC2c2ccc3c(c2)OCO3)cc(C#N)n1C,CC1=C(C[NH+]2CCC[C@H]2C2=CC=C3OCOC3=C2)C=C(C#N)N1C,[CH3][c]1[c]([CH2][NH+]2[CH2][CH2][CH2][C@H]2[c]2[cH][cH][c]3[c]([cH]2)[O][CH2][O]3)[cH][c]([C]#[N])[n]1[CH3],Cc1cC[NH+]2CCC[C@H]2c2ccc3cc2OCO3ccC#Nn1C,Cc1c(C[NH+]2CCC[C@H]2c2ccc3c(c2)OCO3)cc(C#N)n1C
"O=C(CBr)c1cnc2ccc(Cl)cn12
",2.5653,0.621065438,2.688990645,O=C(CBr)c1cnc2ccc(Cl)cn12,Clc1ccc2n(c1)c(cn2)C(=O)CBr,O=C(c1n2c(ccc(c2)Cl)nc1)CBr,O=C(CBr)c1cnc2ccc(Cl)cn12,O=C(CBr)C1=CN=C2C=CC(Cl)=CN12,[O]=[C]([CH2][Br])[c]1[cH][n][c]2[cH][cH][c]([Cl])[cH][n]12,O=CCBrc1cnc2cccClcn12,O=C(CBr)c1cnc2ccc(Cl)cn12
"COc1ccc(F)cc1NC(=O)c1sccc1S(=O)(=O)N(C)C
",2.3984,0.89076657,2.118445728,COc1ccc(F)cc1NC(=O)c1sccc1S(=O)(=O)N(C)C,c1csc(c1S(N(C)C)(=O)=O)C(=O)Nc1c(OC)ccc(F)c1,O=C(Nc1c(OC)ccc(c1)F)c1sccc1S(=O)(N(C)C)=O,COc1ccc(F)cc1NC(=O)c1sccc1S(=O)(=O)N(C)C,COC1=CC=C(F)C=C1NC(=O)C1=C(S(=O)(=O)N(C)C)C=CS1,[CH3][O][c]1[cH][cH][c]([F])[cH][c]1[NH][C](=[O])[c]1[s][cH][cH][c]1[S](=[O])(=[O])[N]([CH3])[CH3],COc1cccFcc1NC=Oc1sccc1S=O=ONCC,COc1ccc(F)cc1NC(=O)c1sccc1S(=O)(=O)N(C)C
"COc1ccc(Br)cc1/C=C1/C(=O)NN(c2ccc(C)c(C)c2)C1=O
",3.53594,0.617708882,2.313350902,COc1ccc(Br)cc1/C=C1/C(=O)NN(c2ccc(C)c(C)c2)C1=O,C(\c1c(OC)ccc(Br)c1)=C1\C(=O)N(c2ccc(C)c(c2)C)NC1=O,C1(N(NC(=O)/C1=C/c1cc(Br)ccc1OC)c1ccc(c(c1)C)C)=O,COc1ccc(Br)cc1C=C1C(=O)NN(c2ccc(C)c(C)c2)C1=O,COC1=CC=C(Br)C=C1/C=C1/C(=O)NN(C2=CC=C(C)C(C)=C2)C1=O,[CH3][O][c]1[cH][cH][c]([Br])[cH][c]1/[CH]=[C]1/[C](=[O])[NH][N]([c]2[cH][cH][c]([CH3])[c]([CH3])[cH]2)[C]1=[O],COc1cccBrcc1/C=C1/C=ONNc2cccCcCc2C1=O,COc1ccc(Br)cc1/C=C1/C(=O)NN(c2ccc(C)c(C)c2)C1=O
"CC(C)(C)c1ccc(C(=O)N[C@H]2CCN3CCCc4cccc2c43)cc1
",4.6115,0.821299679,2.634121957,CC(C)(C)c1ccc(C(=O)N[C@H]2CCN3CCCc4cccc2c43)cc1,CC(C)(C)c1ccc(cc1)C(N[C@@H]1c2cccc3CCCN(CC1)c32)=O,C(C)(c1ccc(C(=O)N[C@@H]2c3c4c(CCCN4CC2)ccc3)cc1)(C)C,CC(C)(C)c1ccc(C(=O)NC2CCN3CCCc4cccc2c43)cc1,CC(C)(C)C1=CC=C(C(=O)N[C@H]2CCN3CCCC4=CC=CC2=C43)C=C1,[CH3][C]([CH3])([CH3])[c]1[cH][cH][c]([C](=[O])[NH][C@H]2[CH2][CH2][N]3[CH2][CH2][CH2][c]4[cH][cH][cH][c]2[c]43)[cH][cH]1,CCCCc1cccC=ON[C@H]2CCN3CCCc4cccc2c43cc1,CC(C)(C)c1ccc(C(=O)N[C@H]2CCN3CCCc4cccc2c43)cc1
"CC[NH+]1CCC[C@@]2(CC1)C[NH+]=C(N)N2c1ccc(C)cc1
",-0.96218,0.688940369,5.574310736,CC[NH+]1CCC[C@@]2(CC1)C[NH+]=C(N)N2c1ccc(C)cc1,[C@]12(C[NH+]=C(N1c1ccc(cc1)C)N)CCC[NH+](CC)CC2,Cc1ccc(cc1)N1C(=[NH+]C[C@@]21CCC[NH+](CC2)CC)N,CC[NH+]1CCCC2(CC1)C[NH+]=C(N)N2c1ccc(C)cc1,CC[NH+]1CCC[C@@]2(CC1)C[NH+]=C(N)N2C1=CC=C(C)C=C1,[CH3][CH2][NH+]1[CH2][CH2][CH2][C@@]2([CH2][CH2]1)[CH2][NH+]=[C]([NH2])[N]2[c]1[cH][cH][c]([CH3])[cH][cH]1,CC[NH+]1CCC[C@@]2CC1C[NH+]=CNN2c1cccCcc1,CC[NH+]1CCC[C@@]2(CC1)C[NH+]=C(N)N2c1ccc(C)cc1
"CN(C)c1ccc(/C=C(/C#N)C(=O)c2cccc(C#N)c2)cc1
",3.41416,0.482810093,2.282480638,CN(C)c1ccc(/C=C(/C#N)C(=O)c2cccc(C#N)c2)cc1,c1(C#N)cccc(C(/C(C#N)=C\c2ccc(cc2)N(C)C)=O)c1,C(/C(=C/c1ccc(N(C)C)cc1)C(=O)c1cc(C#N)ccc1)#N,CN(C)c1ccc(C=C(C#N)C(=O)c2cccc(C#N)c2)cc1,CN(C)C1=CC=C(/C=C(/C#N)C(=O)C2=CC=CC(C#N)=C2)C=C1,[CH3][N]([CH3])[c]1[cH][cH][c](/[CH]=[C](/[C]#[N])[C](=[O])[c]2[cH][cH][cH][c]([C]#[N])[cH]2)[cH][cH]1,CNCc1ccc/C=C/C#NC=Oc2ccccC#Nc2cc1,CN(C)c1ccc(/C=C(/C#N)C(=O)c2cccc(C#N)c2)cc1
"CCCC[C@@H](NC(N)=O)C(=O)Nc1cc(OC)ccc1F
",1.9999,0.721908387,2.367466529,CCCC[C@@H](NC(N)=O)C(=O)Nc1cc(OC)ccc1F,c1(cc(OC)ccc1F)NC(=O)[C@H](NC(N)=O)CCCC,CCCC[C@@H](NC(N)=O)C(=O)Nc1cc(ccc1F)OC,CCCCC(NC(N)=O)C(=O)Nc1cc(OC)ccc1F,CCCC[C@@H](NC(N)=O)C(=O)NC1=CC(OC)=CC=C1F,[CH3][CH2][CH2][CH2][C@@H]([NH][C]([NH2])=[O])[C](=[O])[NH][c]1[cH][c]([O][CH3])[cH][cH][c]1[F],CCCC[C@@H]NCN=OC=ONc1ccOCccc1F,CCCC[C@@H](NC(N)=O)C(=O)Nc1cc(OC)ccc1F
"COC1=CC2=NC(SCc3cc(-c4ccccc4)on3)=NC2=CC1
",4.2033,0.805408972,3.359930095,COC1=CC2=NC(SCc3cc(-c4ccccc4)on3)=NC2=CC1,c1(cc(on1)-c1ccccc1)CSC1N=C2C=C(CC=C2N=1)OC,C12=NC(=NC2=CCC(OC)=C1)SCc1cc(-c2ccccc2)on1,COC1=CC2=NC(SCc3cc(-c4ccccc4)on3)=NC2=CC1,COC1=CC2=NC(SCC3=NOC(C4=CC=CC=C4)=C3)=NC2=CC1,[CH3][O][C]1=[CH][C]2=[N][C]([S][CH2][c]3[cH][c](-[c]4[cH][cH][cH][cH][cH]4)[o][n]3)=[N][C]2=[CH][CH2]1,COC1=CC2=NCSCc3cc-c4ccccc4on3=NC2=CC1,COC1=CC2=NC(SCc3cc(-c4ccccc4)on3)=NC2=CC1
"Cc1ccc([C@@](C)(O)CNC(=O)NC[C@@H](c2ccco2)[NH+]2CCCCC2)o1
",1.49782,0.594984817,4.624491855,Cc1ccc([C@@](C)(O)CNC(=O)NC[C@@H](c2ccco2)[NH+]2CCCCC2)o1,C([C@H]([NH+]1CCCCC1)c1occc1)NC(NC[C@](O)(c1ccc(C)o1)C)=O,C1CCCC[NH+]1[C@H](c1occc1)CNC(=O)NC[C@@](c1oc(C)cc1)(O)C,Cc1ccc(C(C)(O)CNC(=O)NCC(c2ccco2)[NH+]2CCCCC2)o1,CC1=CC=C([C@@](C)(O)CNC(=O)NC[C@@H](C2=CC=CO2)[NH+]2CCCCC2)O1,[CH3][c]1[cH][cH][c]([C@@]([CH3])([OH])[CH2][NH][C](=[O])[NH][CH2][C@@H]([c]2[cH][cH][cH][o]2)[NH+]2[CH2][CH2][CH2][CH2][CH2]2)[o]1,Cc1ccc[C@@]COCNC=ONC[C@@H]c2ccco2[NH+]2CCCCC2o1,Cc1ccc([C@@](C)(O)CNC(=O)NC[C@@H](c2ccco2)[NH+]2CCCCC2)o1
"C[C@@H](NC(=O)CSc1ccc2c(c1)OCCCO2)c1ccc2ccccc2c1
",4.9706,0.595651578,2.607240259,C[C@@H](NC(=O)CSc1ccc2c(c1)OCCCO2)c1ccc2ccccc2c1,c1cccc2c1ccc(c2)[C@@H](C)NC(=O)CSc1ccc2OCCCOc2c1,c1c(ccc2OCCCOc12)SCC(=O)N[C@@H](c1ccc2ccccc2c1)C,CC(NC(=O)CSc1ccc2c(c1)OCCCO2)c1ccc2ccccc2c1,C[C@@H](NC(=O)CSC1=CC=C2OCCCOC2=C1)C1=CC=C2C=CC=CC2=C1,[CH3][C@@H]([NH][C](=[O])[CH2][S][c]1[cH][cH][c]2[c]([cH]1)[O][CH2][CH2][CH2][O]2)[c]1[cH][cH][c]2[cH][cH][cH][cH][c]2[cH]1,C[C@@H]NC=OCSc1ccc2cc1OCCCO2c1ccc2ccccc2c1,C[C@@H](NC(=O)CSc1ccc2c(c1)OCCCO2)c1ccc2ccccc2c1
"CCN1CCN(S(=O)(=O)c2cc(-c3csc(C)n3)ccc2C)CC1
",2.75314,0.831450532,2.176679876,CCN1CCN(S(=O)(=O)c2cc(-c3csc(C)n3)ccc2C)CC1,c1(ccc(cc1S(=O)(=O)N1CCN(CC)CC1)-c1csc(C)n1)C,Cc1c(cc(cc1)-c1csc(C)n1)S(=O)(N1CCN(CC)CC1)=O,CCN1CCN(S(=O)(=O)c2cc(-c3csc(C)n3)ccc2C)CC1,CCN1CCN(S(=O)(=O)C2=CC(C3=CSC(C)=N3)=CC=C2C)CC1,[CH3][CH2][N]1[CH2][CH2][N]([S](=[O])(=[O])[c]2[cH][c](-[c]3[cH][s][c]([CH3])[n]3)[cH][cH][c]2[CH3])[CH2][CH2]1,CCN1CCNS=O=Oc2cc-c3cscCn3ccc2CCC1,CCN1CCN(S(=O)(=O)c2cc(-c3csc(C)n3)ccc2C)CC1
